,title,context,question,id,answers,document_id,__index_level_0__
10,셔틀맨,"이영수\n\n키와 체중은 174cm에다 62kg이다. 혈액형은 B형이며, 셔틀맨의 남주인공이다. 고등학교 1학년 때 박일진에게 빵 심부름을 강요당하고 있었다.\n셔틀맨 인재를 발굴하기 위해 잠시 이영수의 학교에 온 김건을 만나 자신이 짝사랑하던 여학생 심연희와 함께 사립 김노인 고등학교로 간다. 김건의 말과 적성검사를 통해 자신이 셔틀맨에 소질이 있다는 사실을 알게 되고 독서와 신체적 훈련을 하면서 성정하고,방학 때 떠난 사막 훈련장에서 연희의 실수로 벗아났을 땐 길을 잃고 쓰러진 세 명의 아랍인들,택시 기름이 다 떨어진 택시기사와 택시,스핑크스를 기절한 연희,민석이를 부축한 채로 사막 훈련장에 도착하는 괴력까지 발휘한다.\n25살 때 SME의 직원이 된다.인기투표 순위는 4위.\n\n김건\n\n키와 체중은 186cm에 74kg. 또한 혈액형은 B형이며, 남학생치곤 긴 편인 머리를 반묶음으로 묶은 백발이며 훤칠한 미소년이다.\n어렸을 때부터 셔틀맨에 남다른 재능이 있었고,할아버지가 세운 학교로 갈 전학생을 모집하기 위해 가끔씩 다른 학교로 간다.입담이 매우 좋을 뿐 아니라 달리기도 잘하며,어렸을 때부터 훈련을 한 덕분에 몸매와 체력도 아주 좋으며 독서광이다.빵 심부름을 억지로 하는 영수와 달리 빵 심부름을 하는 것을 자랑스럽게 생각한다. 다만 독설을 잘하고 삿대질을 하는 버릇 때문에 중학교 시절 친구였던 찬희는 그런 건이를 싫어하게 되었고,영수 역시 그런 건이를 부담스러워 한다.\n사립 김노인 고등학교의 조교를 맡고 있다.25살 때 SME의 직원이 되었지만 여전히 조교를 맡고 있었다.인기투표 순위는 2위.\n\n심연희\n\n키와 체중은 164cm에 48kg. 혈액형은 O형이며, 눈매가 둥글둥글한 영수와 달리 눈매가 올라간 고양이 상이며 속눈썹이 짙은 편이다.\n청순한 이미지와 달리 특이한 성격 때문에 친구가 없다.예쁜 외모로 남학생들에게 인기가 많았지만 연희 본인은 매우 귀찮았으며,연희 본인이 관심도 없었던 영수에게 고잭을 받자 냉정하게 거절한다.\n건이의 카리스마와 잘생긴 외모에 반했지만,자신의 성격을 알고도 자신을 이해해주고 친절하게 대하려고 했던 영수를 점점 좋아하게 되어 25살 땐 결혼까지 한다.\n연희의 소통 능력은 고릴라,희귀동물,정신질환자와도 자연스럽게 어울릴 정도로 남달랐으며,연희는 자신의 소통 능력을 활용해 임상심리사가 된다.",김건의 할아버지는 어떤 학교를 지으셨나요?,mrc-1-000955,"{'answer_start': [149], 'text': ['사립 김노인 고등학교']}",42889,621
11,곤충,"대부분의 곤충은 알에서 태어난다. 몇몇 종은 어미의 몸 속에서 깨어나 일정기간 자란 후 나오는 난태생을 하는 것도 있다. 곤충의 애벌래는 자라면서 껍질을 벗고 새로운 껍질이 생기는 탈피를 한다. 탈피를 한 번 할 때의 기간을 령이라고 하는데, 누에나방은 약 24일 동안 4번의 탈피를 하며 각각의 시기를 1령, 2령 하는 식으로 부른다. \n\n탈피(허물 벗기)는 모든 절지동물이 견뎌야 하는 복잡하고 시간이 걸리는 위험한 과정이다. 탈피는 곤충이 일정한 크기에 이르면 체벽에 잇는 감지기가 뇌에 신호를 보내면서 시작되는 것으로 알려져 있다. 허물 벗기는 묵은 큐티클을 새로 활성화한 표피에서 분리하고 새로운 큐티클을 만들어 단단하게 만든다. 곤충의 애벌레가 한번 탈피해서 다시 탈피할 때까지의 시기를 영으로 구분한다. 유충이 몇 번 탈피해서 성충이 되는가 하는 것은 종에 따라 다르다. 어떤 파리는 4번의 탈피로 끝내는가 하면, 딱정벌레의 유충은 번데기가 될 때까지 27번이나 탈피를 한다.\n\n애벌레는 성충이 되는 과정에서 형태가 변화는 변태를 한다. 변태는 애벌레의 모습이 남아있는 불완전 변태와 완전히 그 모습이 변하는 완전 변태로 나눈다. 유시아강에 속하는 곤충들 가운데 일부만이 완전변태를 한다. 불완전변태는 유충이 성충과 비슷한 점이 있고, 초기부터 날개와 외부생식기를 외부에서도 볼 수 있으며, 탈피할 때마다 커져 최후의 탈피에서 성충이 되는데 반하여, 완전변태는 유충이 성충과는 전혀 달라서 날개 등을 외부에서는 전혀 볼 수 없고, 휴지기인 번데기 시기에 최후의 탈피인 우화(羽化)를 함으로써 성충이 된다. 또 완전변태 중에서 유충기의 탈피 때마다 형태가 달라지는 기생벌 등이 있는데, 이런 경우를 과변태(過變態)라고 한다.\n\n변태와 탈피는 뇌의 분비세포에서 나온 호르몬이 전흉선(前胸腺) 또는 그 상동기관(相同器官)을 자극하여 에크디손(ecdyson)의 분비를 촉진시킴으로써 일어나는데, 그 때 알라타체(體)에서 나온 유충호르몬이 충분히 있어야 한다. 유충의 말기에 알라타체 호르몬의 분비가 정지되면 억제 당했던 성충의 형질이 나타나 번데기가 되고 이어서 우화가 일어난다.\n\n유충이란 좁은 뜻으로는 완전변태를 하는 종류의 유기(幼期)를 가리키는 것으로서, 성충과는 형태가 전혀 다르며 구더기, 장구벌레 등이 이 시기이다.이것은 번데기를 거쳐 성충이 되는데, 번데기로 될 때 고치를 짓거나 땅속에 집을 만드는 것도 있다. 불완전변태를 하는 종류의 유기를 약충(若蟲)이라하여 구별하기도 한다.",뇌로 신호를 보내는 곳이 어디인가요?,mrc-0-000965,"{'answer_start': [263], 'text': ['체벽에 잇는 감지기']}",5382,638
12,스티븐 툴민,"≪코스모폴리스≫에서 툴민은 일반성과 보편성을 강조하는 근대 철학의 기원을 찾고, 실질적으로 중요한 실용적 문제를 무시하고 추상적이고 이론적인 문제만을 다룬 근대철학과 근대과학을 비판한다. 툴민은 절대론과 이론적 논증의 추구하는 것은 실용적이지 못하다고 지적했는데 실질적인 문제에 크게 관련이 없기 대문이다. 또, 툴민은 생태학에 관련된 실용적 문제에서 원자폭탄 개발을 개발한 근대과학에 도덕성이 부족하다는 것을 깨닫고 잘못된 현대성이 인간적으로 복귀하려면 네 가지 복귀가 필요하다고 주장했다. 우선, 학문의 초점이 철학자들의 말로 이루어지는 의사소통으로의 복귀, 둘째, 실용적이고 일상에서 일어나는 도덕적 문제를 다루는 개인적이고 상대적인 사건으로의 복귀, 셋째, 지방 또는 명확한 문화적, 역사적 환경으로의 복귀, 넷째, 시간이나 시대에 관련 없는 문제를 다루는 것에서 합리적인 의미가 시간에 따라 변하는 것을 다루는 복귀이다. 이 비판은 ≪이성으로의 복귀(2001)≫에서도 이어지는데, 이 책에서 툴민은 사회의 보편성은 토론과 주요 도덕적 이론, 실제 삶에서 도덕적 위기가 다른 것에서 이루어진 것이라고 말한다 .",툴민은 코스모폴리스의 현대 과학에 대해 무엇을 비판하는가?,mrc-1-000120,"{'answer_start': [87], 'text': ['근대철학']}",23218,74
13,파트라,"파트라(민중 그리스어: Πάτρα) 또는 파트라이(고대 그리스어: Πάτραι)는 그리스에서 세 번째로 큰 도시로, 아테네와는 서쪽으로 215km 떨어져 있다. 펠로폰네소스 반도 북부에 위치하며, 서그리스 주의 주도이자 아하이아 현의 현도이다. 이 도시는 파트라 만을 내려다보는 파나헤코 산 기슭에 자리잡고 있다. 파트라의 광역 도시권에는 222,460명의 주민이 살고 있다. \n\n파트라 도심지의 역사는 4천 년에 이른다. 고대 로마 시대에 파트라는 동부 지중해의 세계 도시였으며, 기독교 전승에 따르면 파트라는 성 안드레아가 순교한 곳이기도 하다. 그리스에서 ""서쪽으로 가는 관문""이란 별명이 있는 파트라는 상업 중심 도시이며, 이곳 항구는 이탈리아와 서유럽과 소통하고 교역하는 거점이다.\n\n파트라에는 많은 학생을 수용하는 두 공립 대학교와 기술원 한 곳이 있어 이 도시가 기술 교육에서 우수한 지위를 점한 주요 과학 중심지임을 보여 준다. 리오-안티리오 다리는 파트라의 동쪽 끝 지점인 리오 교외와 안티리오를 연결하며, 그리스 본토와 펠로폰니소스 반도를 잇는다. 해마다 봄이면 이 도시는 유럽에서도 대규모이며 매우 화려한 사육제가 열린다.",아테네와 파트라 사이의 거리는 어떻게 되나요?,mrc-0-001920,"{'answer_start': [76], 'text': ['215km']}",21016,1265
14,페데리코 다 몬테펠트로,"""이탈리아의 빛""이라는 별명을 지닌 페데리코는 문화 계몽에 기여한 이탈리아 르네상스 역사의 중요한 인물이였다. 그는 그의 인문주의적 교육 원칙을 통해서, 자신의 소국에 정의와 안정을 주려고 하였다. 그는 바티칸 외부에 있는 최고의 종합 도서관을 짓기 위해서, 그의 스크립토륨에 최고의 복사가들과 편집자들을 고용하였고, 초창기에 교육을 받던 라파엘로 산치오 같은 예술가들을 후원하였다. 그는 글작가 크리스토포로 란디노의 후원자이기도 하였다.\n\n페데리코는 구비오와 우르비노에 있는 자신의 궁전에 스투디올로(사색 또는 연구를 하던 작은 서재)를 주문하였는데, 두 스투디올로는 마커트리로 장식을 한 트롱프 뢰유로 유명하다. 전자는 여전히 현위치에 있고, 후자는 메트로폴리탄 미술관에서 소장중이다. 섬네일|left|페데리코 다 몬테펠트로의 구비오 스투디올로의 모습.\n\n페데리코는 전사하거나 부상을 당한 병사들을 신경썼으며, 그 예로 병사들의 딸들에게 지참금을 주었다. 그는 종종 우르비노 거주민들의 행복을 알고 싶어해 상점들이 있는 무장과 호위 없이 우르비노의 거리를 산책했었다. 옛 그리스에서 정의했던 것처럼 우르비노의 남성들인, 모든 ""시민들""은 신분에 상관없이 평등하였다. 그의 학문적 관심은 고전학이였으며, 그 중 특히 역사와 철학이였다. \n\n그의 개인적이고 전문적인 모든 성과물들은 용병 활동을 통해 재원받았다. 병사들의 복지에 대한 헌신으로, 그의 병사들은 대단히 충성깊었고, 놀랍게도 그는 전쟁에서 단 한번도 패배한 적이 없었다. 그는 대부분의 군장들을 달고 있었다. 잉글랜드의 에드워드 4세는 그에게 가터 훈장을 내려주었으며, 그는 페드로 베루게테가 그린 초상화에서 그의 왼쪽 무릎에 가터 훈장을 달고 있다.",페리데코가 궁전에 주문한 연구는 무엇으로 널리 알려졌나요?,mrc-0-003685,"{'answer_start': [321], 'text': ['마커트리로 장식을 한 트롱프 뢰유']}",41737,2423
15,멕시코 마약 전쟁,"마르코스 아르투로, 카를로스, 알프레도, 그리고 엑토르 벨트란 레이바의 4형제가 조직한 마약 범죄 카르텔이다. 2004 ~ 2005년, 아르투로 벨트란은 멕시코 북동부 지역의 마약 운송로를 차지하기 위한 다툼에서 시날로아를 위해 운영한 강력한 암살조직을 이끌었다.\n이 조직은 뇌물과 협박으로 멕시코 정치, 법조계와 경찰기구에 침투하여 마약 진압작전에 대한 중요 정보를 빼내었고 심지어는 멕시코의 인터폴에도 잠입하였다.\n2009년 13월에 카르텔의 리더인 아르투로가 멕시코 해병대에게 살해당하자 카르텔 내부에서는 엑토르 벨트란 레이바와 아르투로의 최고 수하였던 에드가르 발데스 비야레알과의 세력 다툼이 발생한다. 동시에 카르텔은 내부 분열로 사우스 퍼시픽 카르텔, 라 마노 콘 오호스, 아카플코 독립 카르텔, 그리고 라 바레도라 등의 소규모 집단으로 나뉘게 되고 후자 2개 조직은 다시 상위 카르텔 내부 분열에 개입하게 되었다.\n멕시코 연방 경찰은 이 카르텔이 완전히 와해된 것으로 여기고 있으며 마지막 지도자였던 엑토르는 더 이상 활동 징후가 없는 도망자 신세에 있는 것으로 알려지고 있다. 미국은 엑토르에게 5백만 불의 현상금을 걸었으며 멕시코 정부는 210만 불의 현상금을 건 상태이다.",카르텔 내부의 권력 다툼 이전에 카르텔의 리더는 누구였습니까?,mrc-0-001795,"{'answer_start': [256], 'text': ['아르투로']}",32393,1177
16,승리자동차련합기업소,"2000년부터 갱신 현대화된 승리-58형 등의 양산에 주력하였는데, 기업소에 파견된 2월17일 과학자 기술자 돌격대들과 함께 신형 자동차용 기화기를 개발하고 기술발표회도 진행하였다. \n\n2001년들어 2.5톤 유도로를 보수하는 가운데 주물직장에서 흑연주철 생산공정을 새로 개조하였다. \n\n차량 문 생산 공정과 차부속품 공장의 볼반, 선반, 후라이스반, 연마반 등의 가공 설비를 개조하고 복구하였으며 승리호 등의 엔진 블록 생산을 회복하였다. \n\n2004년부터는 소재 생산 부문의 가동률 제고를 위한 설비 보수와 자주호 자동차의 기관 출력을 높이기 위한 개조 사업을 진행하였으나 주물 직장의 주강로와 저주파유도로에 새로운 용해 방법을 도입하고 용접봉을 쓰지 않는 프라즈마 절단기를 자체 제작하였으며 주물직장 조형 흐름선의 컴퓨터화를 진행한 것 이외에 다른 성과가 없었던 것으로 보인다.\n\n2009년 3월 김정일이 방문하여 품질 제고와 생산 정상화를 위한 CNC 공작기계 도입, 생산 공정 현대화의 밑자금 효율적 사용, 협동품 보장 문제 해결 등을 지시하였으며 이후 2012년까지 생산공정 현대화 목표를 설정하고 작업에 착수하게 되었다.\n\n이 같은 노력의 성과로 5월에 승리호 차축 직장에서 계획을 2배 이상 수행하는 등 승리 58호 생산계획을 완수했다고 하며 열처리 소경제를 자체 원료를 이용하여 새로 개발하고 계단식 소경에 의한 열처리 공정을 새롭게 확립하였다. \n\n2010년 들어 엔진분공장의 공작기계들을 CNC화 하는데 힘을 집중하였는데 희천공작기계종합공장과 구성공작기계종합공장의 CNC 설비들을 기본으로 승리호, 자주호 엔진 블록 가공 라인과 엔진 조립 라인들의 설비들을 일부 교체하여 가동 효율을 개선하였으며 주조 공정과 형단조 공정을 현대화하기 위한 사업에서도 성과를 거두었다. \n\n이 같은 엔진 생산공정 현대화작업은 당초 목표인 2012년 이후에도 진행되었으며 이 작업이 진행되는 가운데 10월에 신형 화물자동차 시제품 제작에 착수하였다. \n\n2013년 2월 승리호, 자주호 기관 생산공정에 설치한 크랑크축연마반 등 신형 CNC 설비들의 시운전에 성공하였으며 하반기에 기본생산에 들어가기 위해 가동준비를 진행하였다. \n\n2017년 김정은이 현지지도를 갔을때 현재 승리자동차련합기업소의 조립 라인을 보고 한심하게 생각하여 더욱 힘을 써야하고 현대화의 기치를 높게 다져야한다고 명령을 내렸고 현대화를 하라고 명령을 내렸다. \n\n그리하여 조선민주주의인민공화국은 개건 현대화를 위하여 돈을 투자하기 시작을 하였음을 알수가 있었고 특히 조립 라인의 복구와 가공 라인의 복구를 전면적으로 나섰다. \n\n그리고 박봉주 총리의 현지 료해와 특히 최룡해 최고인민회의 상임위원장의 현지 료해를 통하여 많은 노하우를 전수를 하였으며 특히 김재룡 총리도 자주 승리자동차련합기업소로 현지 료해를 갔다.",재건축 현대화의 계기가 된 승리자동차 복합벤처의 생산시설은 어떤 것들이 있을까?,mrc-0-005499,"{'answer_start': [1135], 'text': ['조립 라인']}",8208,3584
17,서울 상부암 석불입상,"이 불상은 광진구 광장동 상부암에 봉안되어 있는 석불입상으로 원래 불상 전체에 두껍게 호분이 발라져 있었으나, 최근에 호분이 벗겨진 뒤에 원래의 모습이 드러나게 되었다. 전체적으로 머리가 큼직하고 신체가 날씬한 석불입상으로 머리가 신체에 비해서 높고 큼직하며, 육계도 유난히 큰 것이 특징이다. 머리와 육계 앞면이 다소 깨어졌지만, 머리칼은 소발(素髮)로 표현된 것을 알 수 있다\n\n얼굴은 사각형에 가깝게 넓지만 양감이 부드럽고 유연하며 눈, 코, 입이 단아하고 미소를 띠고 있어서 원만하게 보인다. 귀는 적당하게 길지만 앞 머리카락 한 줄이 내려와 귀의 중심을 가로 질러 위 귀볼 가장장리를 형성하는 매우 이례적인 모양을 표현하고 있다\n\n목은 절단된 것을 붙였고, 상체는 짧지만 단아하며 허리가 잘록하고, 하체는 좌우의 다리를 분명하게 나타내어 양감이 매우 뚜렷하다. 오른손은 가슴에 들어 꽃가지를 든 형상으로 주먹을 쥐었고, 왼손은 내려 옷자락을 잡고 있다\n\n양어깨를 다 덮고 있는 통견의 얇은 법의는 양팔을 돌아 계단식 옷주름을 보이고, 가슴 앞에서 U자형을 이루다 두 다리 사이로 내려와 다시 U자형을 형성하는 이른바 우전왕(優塡王)식 착의법을 보여주고 있다. 이와 같은 착의법은 짧은 상체에 잘록한 허리, 양감이 두드러진 두 다리 등의 신체와 함께 통일신라 8세기 금동불입상 양식의 수용을 보여주고 있으며, 팔의 형태와 계단식 옷주름은 9세기 불상을 계승한 점도 엿보이고 있어서 이 불상이 9세기 후반 내지 10세초에 조성된 불상임을 추정할 수 있다\n\n대좌는 둥근 연화문 대좌 위의 앙련이며, 연화좌 아래의 하단은 사각형으로 이루어졌고, 큼직한 복련이 새겨져 있는데 형태상 9세기 연화문과 유사한 것으로 판단된다\n\n이 불상은 부분적으로 손상되어 보존상태가 완전하다고는 볼 수 없으나 서울지역에서 흔하지 않은 나말여초 불상의 양식적 특징을 잘 간직하고 있는 중요한 자료이다",날씬한 허리로 어떻게 입어요?,mrc-0-005077,"{'answer_start': [580], 'text': ['우전왕(優塡王)식 착의법']}",33495,3303
18,외국의 시리아 내전 관여,"외국의 시리아 내전 관여는 2011년 3월 시작된 시리아 내전에 참여한 세력에 정치, 군사, 작전적인 지원을 하는 것과 외국의 활발한 개입을 의미한다. 시리아 내전에 참여한 대부분의 세력은 외국으로부터 다양한 종류의 지원을 받았다. 시리아 내전은 미국과 러시아, 그리고 이란과 사우디아라비아를 중심으로 한 역내 세력과 세계 강대국의 대리 전쟁이 중복되는 것으로 묘사되고 있다.. \n\n시리아 바트당 정부는 이란과 러시아에 군사 및 정치적인 지원을 받고 있으며, 레바논의 헤즈볼라와 시리아에 본부를 둔 팔레스타인 무장단체 PFLP-GC도 시리아 정부를 돕고 있다. 공개적이고 합법적으로 시리아에 기지를 보유한 유일한 해외 국가인 러시아는 시리아 정부의 요청에 따라 2015년 9월 30일부터 ISIL과 다른 반정부 단체에 맞서 공중전을 시작했다. 러시아의 군사 행위는 미국과 터키의 비난을 받았다. 터키는 2015년 11월부터 러시아 전투기가 영공을 침범했다는 이유로 요격하기도 했으며, 터키가 지원하는 반정부군에 러시아의 공격이 발생하자 이를 비판하기도 했다. \n\n시리아 국가동맹으로 대표되는 시리아 반군은 경제, 병참, 정치적으로 미국과 동맹을 맺은 중동의 수니파 국가들로부터 지원을 받고 있다. 사우디아라비아, 카타르, 터키가 대표적인 지원국이다. 시리아 내전 초기부터 미국, 프랑스, 영국은 테러주의 집단으로 이들을 분류하지 않은 반군과 무장단체들을 지원하고 있었다. 2015년 7월 이래 터키 역시 공개적으로 시리아 쿠르드 단체들의 확장에 맞서 군사적 수단을 모색하기 시작했다.\n\n쿠르드 주도의 시리아 민주군은 미국, 영국, 프랑스, 캐나다, 러시아, 이집트, 아랍에미리트, 체코의 지원을 받고 있다. 또한 쿠르드 자치구로부터 군사 및 병참 지원을 받고 있다. 살라프파 단체들은 터키의 지원을 받고 있다.",러시아는 몇 년도에 ISIL과 다른 반정부 단체들과 싸웠나요?,mrc-0-001230,"{'answer_start': [372], 'text': ['2015년']}",35553,803
19,루트비히 비트겐슈타인,"몽크의 전기에 따르면 비트겐슈타인은 전쟁이 시작되었는데도 철학 강의나 하고 있는 스스로의 처지를 견디기 힘들어하였다고 한다. 1941년 9월 비트겐슈타인은 철학자 길버트 라일의 형제였던 존 라일 교수에게 요청하여 런던에 있는 가이스 병원에서 봉사하겠노라고 요청하였다. 존 라일은 케임브리지 대학교의 의학 교수였다. 그는 비트겐슈타인의 요청을 받아들였고 이에 따라 비트겐슈타인은 가이스 병원에서 약품을 관리하는 일을 하였다\n\n병원의 직원들은 세상에서 가장 유명한 철학자가 자신들과 함께 일하고 있다는 사실을 알지 못하였다. 간혹 비트겐슈타인을 알아보는 사람들에게 비트겐슈타인은 ""아무에게도 말하지 말아주세요."" 하고 부탁하였고, 자신을 비트겐슈타인 교수님이라 부르지 말고 여느 의사들과 같이 박사님이라 불러 주기를 바랐다. \n\n이 무렵 비트겐슈타인은 몹시 외로웠다.\n\n내 생활의 미래를 대상으로 해 나는 더는 어떤 희망도 없다. 살아 있는 사망이 길게 늘어진 것과 같은 이런 것은 예전에는 없었다. 최악의 상황 말고는 내 미래를 상상할 수 없다. 친구도 없고 기쁨도 없고.|비트겐슈타인|1942년 4월 1일\n\n비트겐슈타인은 프란시스 스키너의 연구 수업에 참여한 십대였던 케이스 커크와 우정을 발전시켜 나갔다. 이 관계는 스키너가 죽은 1941년까지 지속되었다. 스키너는 비트겐슈타인과 커크의 관계에 대해 별다른 관심을 두지 않았다. 그는 자신의 학문 연구에 비트겐슈타인이 영향을 미치는 것이 최소화된 점을 고마워했다. 비트겐슈타인은 커크에게 우정 이상의 것을 표현하지 않았지만 스스로는 사랑에 빠져 있었다. 이 기간 비트겐슈타인은 일기에 종종 커크에 대한 자신의 감정을 적곤 하였다.\n\n열흘 동안이나 K에게서 아무것도 듣지 못했다. 일주일 전에 그 사람을 언급했는데도. 아무래도 그 사람이 날 찬 듯하다. 비참한 생각.\n\n비트겐슈타인이 이 편지를 쓸 무렵 커크는 혼인하였고 둘은 다시는 만나지 않았다.",비트겐슈타인은 누구와 친구가 되었는가?,mrc-0-004050,"{'answer_start': [606], 'text': ['케이스 커크']}",4936,2652
20,한스 라이헨바흐,"1891년 9월 26일 독일 함부르크에서 유태교에서 개신교로 개종한 아버지(브루노 라이헨바흐)와 개신교 신자인 어머니(젤마 멘첼) 사이에서 다섯 명의 자녀 중 셋째 아들로 태어났다. 아버지는 유태인이었지만 개신교로 개종한 상인이었으며, 어머니는 교사 출신으로 음악에 관심이 많았다. 어린 시절부터 지적 재능이 비상해 대학 입학 전까지 반에서 1등을 놓치지 않았다. 어린 시절 기술자가 되기를 꿈꿨던 그는 슈투트가르트 공과대학에 입학했지만, 곧 공학이 그 스스로의 지적 욕구와 부합하지 않는다는 사실을 알게 되어 전공을 변경했다. 베를린대학, 괴팅겐대학, 뮌헨대학 등을 거치며 수리물리학자 막스 보른, 철학자 에른스트 카시러, 수학자 다비트 힐베르트, 물리학자 막스 플랑크 등의 지도 아래 수학, 물리학, 철학을 연구했다.\n\n1910년에서 1911년에 이르는 1년여 동안 라이헨바흐는 슈투트가르트에 있는 전문대학에서 공학을 연구했다. 1915년, 수학적 확률 이론을 물리적 세계에 적용하는 문제를 주제로 삼아 박사 학위를 받았다. 그 후 몇 년 동안 통신회사에서 일하면서 틈틈이 연구를 계속했다.\n\n라이헨바흐의 박사학위 논문(1916)은 수학적 확률이론이 어떻게 물리 세계에 적용되는지에 관한 문제를 다루고 있다.\n\n1919년에 베를린대학에서 상대성 이론에 대한 아인슈타인의 첫 세미나에 참석한 것을 계기로 학계로 돌아갔다. 자연철학 교수로서 당대의 자연과학자들과 활발한 지적 교류를 나누며 베를린대학을 중심으로 이른바 ‘논리경험주의’ 운동을 이끌었다. 라이헨바흐는 철학이 사변적인 개념 체계를 구성하는 것이 아니라 당대의 자연과학적 지식을 면밀하게 분석함으로써 많은 사람들이 공유하고 동의하며 상호 협력적으로 발전시킬 수 있는 지식 체계를 구축할 수 있다고 보았다. 베를린대학에서 자연과학적 지식에 적용될 수 있는 확률 이론을 발전시킴과 동시에, 당시 뜨거운 논쟁의 주제였던 양자역학에 대한 철학적 분석 또한 진행했다.\n\n1920년 중반 이후부터 라이헨바흐는 슈투트가르트에 있는 폴리테크닉 전문공과대학에서 상대성 이론과 과학철학, 라디오 및 조사방법론에 이르는 다양한 주제들을 강의했고, 이듬해인 1921년 엘리자베스와 결혼하여 두 자녀를 두었다.\n\n1926년 라이헨바흐는 물리철학 교수로 베를린에 돌아왔는데, 아마도 아인슈타인이 큰 도움을 주었던 것으로 추정된다. 그 후 히틀러 정권의 압박을 피하여 터키의 이스탄불 대학에 철학 교수로 취임했다가, 제2차 세계대전 직전에 미국으로 건너가 서부 캘리포니아 대학 철학과의 종신 교수로 임명되었다.\n\n나치의 정치적 압력을 피해 1933년부터 5년간 터키의 이스탄불대학 철학과 학과장을 맡은 라이헨바흐는, 이 시기에 자신 고유의 확률 이론과 기호논리학을 체계화했다. 하지만 터키의 학문적 환경은 당대의 가장 뛰어난 자연과학적 성과들을 과학자들과 공유하고 이를 철학적으로 분석하고자 했던 라이헨바흐의 기대에 다소 미치지 못했다.\n\n미국의 철학자 찰스 모리스(C. Morris) 등으로부터 도움을 얻어 1938년부터 미국 캘리포니아대학 철학과에 재직하게 된 라이헨바흐는, 1953년 갑작스런 심장마비로 사망하기 전까지 활발하고 열정적으로 철학적 탐구를 진행했다. 그는 확률 이론, 기호논리학과 같은 가장 기초적인 철학 분야에 대한 연구 성과를 근간으로 삼아, 당대 최고의 과학 이론이었던 상대성 이론, 양자역학, 통계역학에 대한 철학적 분석을 지속적으로 진행했다. 라이헨바흐는 과학적 지식에 대한 면밀한 철학적 분석을 통해서 인간의 인식과 세계의 본성에 대한 유의미한 철학적 귀결들을 얻을 수 있다고 믿었다. 라이헨바흐가 상대성 이론, 양자역학, 통계역학을 분석함으로써 얻은 철학적 결론들과 주제들은, 21세기인 지금까지도 많은 철학자들과 과학자들의 지적 호기심을 자극하며 연구의 원천을 제공하고 있다.\n\n1953년 4월 9일, 그는 과거 알프스 등반 때부터 고통을 겪어오던 심장병으로 죽음을 맞이했다.",브루노 라이헨바흐의 직업은?,mrc-1-000571,"{'answer_start': [124], 'text': ['상인']}",23245,372
